Repeats,PH_1515_norm,PH_1515_BP_norm,PH_1515_STD_norm,PH_1430_norm,PH_1430_BP_norm,PH_1430_STD_norm,Py_Devol_1430,Py_Devol_1515,H2OT_MEAN,H2OT_STD,CO2_MEAN,CO2_STD,per_analysis_1515,per_analysis_1430,per_repeat_1515,per_repeat_1430,error_prop_1515,error_prop_1430,PH_1515_STD_net,PH_1430_STD_net,per_analysis_h2o,per_analysis_co2,per_repeat_h2o,per_repeat_co2,error_prop_h2o,error_prop_co2,H2OT_STD_net,CO2_STD_net
CI_LMT_BA17,2.1447727249063684,1.973108886628185,0.005427338277425066,2.09002404224827,1.9582704768615664,0.006152823807422917,0.9366813105254249,0.9197466634189402,0.22787462016262605,0.0265793176586732,18320.752004266353,1255.2793256575665,0.0027506532022668856,0.0031419683236422863,0.06340219962501002,0.063940200683925,0.06346183900840538,0.06401735099523702,0.12521711850925185,0.12536328846085706,0.11664009638152982,0.06851680134992547,0.18662843177444086,0.06396096788717402,0.2200797210796117,0.09373130469746624,0.050150582846513206,1717.2279883986048
CI_LMT_BA3,1.0402279926053892,1.0339347096051796,0.012134543627853388,1.0206102659982013,0.9946377640549539,0.016130194629324936,0.9745519883460655,0.993950092628783,0.4348335596666338,0.1072000814953716,9895.002571609752,1655.793160016288,0.011736276493210204,0.01621715483993401,,,0.011736276493210204,0.01621715483993401,0.012134543627853388,0.016130194629324936,0.2465312971187339,0.16733630416297288,,,0.2465312971187339,0.16733630416297288,0.1072000814953716,1655.793160016288
CI_LMT_BA4,1.3667011963013564,1.2511995849926392,0.005519757028556105,1.312123928678912,1.2249442888404083,0.006505509089547395,0.9335583797132038,0.9154887610976751,0.32536816299377,0.0370450904691024,12086.364691253992,817.5211628302418,0.004411571978413482,0.005310861194924894,,,0.004411571978413482,0.005310861194924894,0.005519757028556105,0.006505509089547395,0.1138559167198289,0.0676399549172814,,,0.1138559167198289,0.0676399549172814,0.0370450904691024,817.5211628302418
CI_Ref_10,0.6261859229741422,0.5737821919381204,0.0026565469573982636,0.6352216154482986,0.597411155469653,0.002988599783346422,0.942065183738003,0.9168952279262871,0.8021877221616478,0.06989866233172824,5225.082183268488,225.27712241056295,0.004629887428930104,0.005002584494755448,0.12274408071958405,0.1827184094893057,0.12283136899546603,0.18278687868096213,0.07047845214097857,0.10919892039748487,0.08713504383160212,0.04311456059618254,0.026885723261180713,0.15347756393922765,0.09118858469573927,0.15941840536187032,0.07315036304421958,832.9742695413822
CI_Ref_11,0.767926532170018,0.7045791278694424,0.007293679580214423,0.7507758255366519,0.7041633980972012,0.009690762717844947,0.9374468701467075,0.9165952292913193,1.0508659454056282,0.14755234872911624,6368.857562550693,565.5397237875071,0.010351824644975763,0.013762093775438262,0.08363733038967823,0.08864716519280233,0.08427552021905603,0.08970905819260362,0.05937877253668606,0.06316983525700333,0.14041024868510882,0.0887976718325306,0.09941963696170407,0.0911206069833514,0.17204447724182004,0.12723203818178888,0.18079568222854228,810.3227285728246
CI_Ref_14,0.3488221456659091,0.3177148658776483,0.006728561562020733,0.3303793968955395,0.3070872649182905,0.008800085431937645,0.930109961895482,0.9107648189333633,1.0702837420676328,0.1462076978791902,2830.0725513490447,247.97149201648762,0.021177987827021905,0.028656627731792013,0.11665415822533266,0.12308469760643015,0.11856095394210708,0.1263766002779979,0.03766857758004259,0.03880864452904245,0.1366064830590981,0.08762018906486481,0.030451991240038015,0.1330393305727228,0.13995947622172286,0.15930085062861676,0.14979635194841143,450.83296477060253
CI_Ref_15,0.2753430023718122,0.2499234818272841,0.012867502109469362,0.24737412812797024,0.23169848737126383,0.015507587708832933,0.9367771196352294,0.9089546941290217,1.0052156648470205,0.2987044347422149,2227.3070852548244,512.7070344892496,0.05148576682507077,0.06693003430783832,0.07513342230782374,0.12907750893564973,0.09108136655349075,0.1453981870776976,0.022763372258635547,0.03368854001242658,0.2971545760656978,0.23019144413604342,0.06392016013574606,0.11428033530003283,0.30395168851079607,0.25699824121912807,0.30553699864775435,572.4140035653924
CI_Ref_18,0.3030942671650717,0.2864270407080207,0.006267891258978227,0.29314269152949923,0.2801886515800777,0.007707233394838239,0.9563887735325552,0.9455694960068864,1.0067668776980523,0.13042467283884754,2584.5375379782336,211.95247771314985,0.021883029072550516,0.0275073003541527,0.1313507279076802,0.10796855861379229,0.13316110799804698,0.11141750859677965,0.038140942101281744,0.031217921496143407,0.1295480371156631,0.08200789293969808,0.04197330701781944,0.11461218245801331,0.1361780173983061,0.14092993603985604,0.13709951738720366,364.23870991987945
CI_Ref_20,0.30969516279170906,0.2955246614860151,0.005337417124126095,0.29896934768527467,0.2874950730631366,0.006938207049963521,0.961303488206578,0.9533174045352858,0.7774879146289793,0.08978521806432874,2648.8388629117117,192.63743797045473,0.01806081799497696,0.02413330766346673,0.11842832322138823,0.11945637723954693,0.11979758297927921,0.121869777229535,0.03540314015679429,0.03503696050879335,0.11548117517321752,0.07272523846871523,0.06567596120688853,0.11745011053501533,0.1328504185158484,0.13814300118000483,0.1032895948494741,365.9185501648552
CI_Ref_23,0.2517413239431073,0.23068412373077726,0.003260570159491973,0.24191100592006354,0.2310259736683816,0.004122950044569653,0.9545269316328611,0.9157329564772052,1.0010572744350859,0.09112030986270099,2126.720240364359,102.8590398410563,0.014134350066055094,0.017846261955323697,0.08847850944954827,0.05510701809488696,0.08960037101599298,0.05792471414766095,0.020669383073776873,0.01338211348542605,0.09102407243793496,0.048365101290160306,0.017767885100066435,0.07332407064015421,0.09274200506844563,0.08783850156992543,0.0928400588194631,186.80791917203695
CI_Ref_24,0.11377466017327868,0.10753176520633712,0.005208865986102193,0.10630416988105078,0.10621161771464505,0.006309531426127105,1.0150567217440898,0.9547363412553999,0.97483549587635,0.11034250058732803,970.5636790047297,74.75373016011345,0.048440253687895576,0.05940528505157221,0.04020809455161078,0.05397276462751676,0.0629535467215228,0.08026236486421187,0.006769506004964963,0.00852479561383103,0.11319089328823956,0.07702094337258747,0.0352158712561429,0.04637872444909062,0.11854254895065681,0.08990668384234846,0.11555948448876002,87.2601618371448
CI_Ref_25,0.992564302881585,0.9162442838292385,0.004074337516858284,0.9817907118360086,0.9250982400908949,0.005101708467998295,0.9429373638288154,0.9239104979172259,0.8630049329483309,0.0793243368034925,7656.74682798888,358.2016294255571,0.004446780829922889,0.005514774806508149,0.1347532784419515,0.13582462034469975,0.13482662908566498,0.13593653016370663,0.12353412820770548,0.12575464481850784,0.09191643497620858,0.04678248314495234,0.19636538463788053,0.2399256327343455,0.21681327289333174,0.24444408352869534,0.18711092403561794,1871.6464611789868
CI_Ref_27,0.5810336485125797,0.5460191810183866,0.00625326933817964,0.5701884144835111,0.5432583525997167,0.007929312510703125,0.9526849944578656,0.9408984815574377,1.1423086753782055,0.14656951501667448,4966.1521776297095,389.5827018454686,0.011452471919606553,0.014595840952574542,0.13217793730700522,0.1403532862581872,0.13267315562616266,0.14111018225693528,0.07244208777812229,0.07665928514794842,0.1283099027223504,0.07844759643096805,0.10596331303335273,0.13777434703471192,0.16640809729584471,0.1585427263756911,0.1900894131942239,787.3473058379896
CI_Ref_28,0.9761095346185231,0.9042525276731087,0.005473116871814998,0.9605945212527963,0.9059421562122523,0.007119017280237924,0.9432214890813928,0.9266148705533764,1.350155092248977,0.1539058664886147,8311.48849644694,560.4071655635097,0.006052642048896272,0.007858136671774457,0.0986940551664665,0.0991540889943015,0.09887947714755373,0.09946498718766392,0.08941201714567085,0.0901095249604163,0.11399124987356157,0.06742560803676464,0.014246105877281439,0.09940492417299363,0.11487800738349993,0.12011474334554453,0.155103126656248,998.3323075701701
CI_Ref_4,1.0065952410241528,0.9235525133758377,0.0026686565997392974,0.9922760704868205,0.938249378124651,0.003267868927533034,0.945483728690454,0.9174994552195301,1.111666804022768,0.09289112454647915,8542.140879576837,339.2985553792504,0.002889555884575124,0.003482942812138887,0.04347901491924163,0.049140379749245504,0.04357492709756058,0.04926365610196515,0.04024373344112096,0.04622159470181547,0.08356022165124996,0.039720552512833136,0.04814894563135493,0.04678188173430653,0.09643978228831293,0.061369917309113085,0.10720890455710037,524.230479422425
CI_Ref_6,0.5607589039676248,0.5202870233123799,0.0031618262767366713,0.5489054961526915,0.5205660590717209,0.0040449878230306175,0.9483840700229713,0.9281150278199668,1.0256925217943353,0.09095571535916698,4748.587273284504,212.35067912798664,0.006077080793995344,0.007770364111413033,0.024008656051156575,0.030775060901006117,0.024765832842032272,0.031740871630825944,0.012885341449232948,0.01652322045636045,0.08867737009532842,0.044718706197666214,0.026051152230600935,0.02594039268163182,0.09242477210989374,0.051697839959426235,0.09479939758166366,245.49170488763048
CI_Ref_8,0.9296770153451668,0.8580277331774955,0.003762773416595919,0.912841057943349,0.8619941630897323,0.004905834552662456,0.9445596764480794,0.9232506867943486,0.8819431947958523,0.08389008969968949,8667.888696715676,454.69564985743636,0.0043853750538591675,0.005691261916528507,0.05083711465133108,0.0510391546207062,0.05102591244099013,0.051355484289400705,0.04378164798505613,0.044268127700109856,0.09511960656276501,0.05245748598845342,0.05420337795282987,0.04982620349541925,0.10947943064408278,0.07234941873294985,0.0965546388266733,627.1167088492854
CI_Ref_9,0.9087433111837109,0.8360056426561491,0.0018361148735472673,0.8831629649669184,0.83248911566872,0.0022694638835229364,0.9426932603436229,0.9200702281187365,1.6082474067831998,0.12849974145042514,8617.22280104333,331.94659481022916,0.002196294833266413,0.0027261183849832398,0.028888664002791213,0.02950806030338757,0.02897203166608786,0.0296337197178704,0.024220781952062082,0.02466974912190464,0.07990048105064197,0.038521296533035994,0.024503156134553707,0.029641685515291536,0.08357327044383457,0.04860575898773246,0.134406495467688,418.8466546111049
CI_Ref_bas_3,0.682133317543291,0.6431552620451676,0.007142095190995751,0.6750364172979644,0.6257225845908325,0.008771587514255693,0.9274587580408656,0.9438317998205149,1.5103240655440595,0.20305647899575688,6601.309684575501,572.7455506978728,0.01110477611313421,0.01401833293262307,0.11147014906934694,0.11096193588519807,0.11202191832880413,0.11184393087512916,0.07204748623756439,0.06998327349798424,0.1344456356276164,0.08676241201592762,0.09752810275554703,0.11078770105959522,0.1660944302690802,0.1407182676303678,0.2508564151882215,928.9248629050342
CI_Ref_bas_4,0.18328417700042163,0.1919271011409161,0.005253167522401072,0.19339292223410687,0.18881419922917272,0.0064135455994672845,0.9763242472783389,1.0471558662724856,1.4248218651004525,0.1539622728256112,1974.260275977068,133.77836269590156,0.027370639639599972,0.033967496224597285,,,0.027370639639599972,0.033967496224597285,0.005253167522401072,0.0064135455994672845,0.10805720813019429,0.06776125940623215,,,0.10805720813019429,0.06776125940623215,0.1539622728256112,133.77836269590156
CI_Ref_bas_5,0.1947526959998349,0.19605142724205382,0.005473829928202288,0.19896306817453943,0.19535971768797689,0.00651632766367782,0.9816879244072739,1.0063649803496464,1.6451501635933148,0.18248075374850178,2039.6848726365577,142.23612830447516,0.02792037785802015,0.0333555337855551,0.09881357304547071,0.09427231561575819,0.10268237296511606,0.09999930562597138,0.020131025772411885,0.019535836116083487,0.11092042403590065,0.06973436446612288,0.01690087035015884,0.09668698909935704,0.11220062338016168,0.119210970336598,0.18458687390914488,243.15281284788435
CI_Ref_bas_6,0.9369813159330391,0.8613778549986959,0.007211256015630497,0.929642434167941,0.8484988434928091,0.008693925737965987,0.9106261064445095,0.9173409243039524,1.6880005157719509,0.22440350312553922,9128.938370963091,768.8788539426332,0.008371768526184615,0.010246243474154678,0.13800161221950744,0.13152680555377458,0.13825531267708782,0.13192530494379037,0.11909006467596392,0.1119384686722423,0.13294042331670483,0.08422434490173007,0.020974122598499376,0.13622408464398392,0.13458480586753305,0.16015848872668872,0.22717922171946367,1462.0769731725284
CI_Ref_bas_7,0.41042631926505224,0.3809365341206813,0.009345183108297593,0.3995714850208394,0.3746456963298286,0.011091442419136495,0.9354690560465148,0.9249036180735419,1.3994679787619404,0.23997402574538756,3993.755315256903,461.59267979857924,0.0245321261450261,0.029605151020797714,0.16707481701102606,0.14902967655572472,0.1688662775466532,0.15194179629472648,0.0643273344984831,0.05692434007444277,0.1714751815598411,0.11557860794205585,0.016554574049499254,0.14939151377814278,0.17227243486100968,0.18888154754434983,0.24108975621133527,754.3466844591966
CI_Ref_bas_8,0.45915580388105254,0.43117632367751774,0.00745111686485628,0.46362402740467296,0.42266155883487616,0.009381332420084586,0.9108509752825492,0.9380059982302226,1.329194873752309,0.18415142803386023,4319.136577028113,386.5934614327632,0.01728090448312525,0.022195849667392274,0.14566141127779772,0.1424724437469395,0.14668291105372375,0.14419102943554538,0.06324619833446093,0.06094400527123312,0.13854358880726186,0.08950711665125632,0.07876247919603685,0.14406202503883211,0.15936704216588132,0.169603629057608,0.2118298554919575,732.5412378594228
CI_Ref_bas_9,0.8502827962122299,0.7936551972251807,0.005161529485650444,0.848983598295019,0.7808796069073424,0.006446133475857304,0.919983939337421,0.9333266243904217,1.4801184127025075,0.2012422625035449,10455.491239863217,862.2845941481177,0.006503491067275129,0.008254964553866482,0.11367185166879658,0.10821461596349372,0.1138577413172904,0.10852901707797791,0.09036378814078773,0.08474809619389163,0.13596362343476437,0.0824719350211419,0.5042961395892778,0.2608049584285899,0.5223032675583781,0.2735339949751584,0.7730706833278397,2859.932288267558
ND70-2,0.2179997296137339,0.22137798110346318,0.008102271515659228,0.19940160407725321,0.21331698996220394,0.009508869433698174,1.06943270207482,1.0154611566540306,3.7993872004952656,0.5994140895557797,1947.1253536042984,205.27366928501337,0.03659926554245949,0.04457624043627739,0.05339588479322281,0.05226654447409145,0.06473505040624117,0.06869376159954403,0.014330914765564595,0.014653546453595965,0.15776599170456848,0.10542396199866329,0.050686632030349524,0.054803501283570366,0.16570830638536507,0.11881765658534887,0.6295900182963039,231.35287159318153
ND70-3,0.2588030101793615,0.2477614262260351,0.004676925756050486,0.22896313843836677,0.23691468489242498,0.005467911310224988,1.0340194781806842,0.9550907996667768,3.4325054289586086,0.429670097806294,2168.8292478133812,149.17769534692462,0.018876730842611808,0.023079663941928223,0.16154317813923386,0.14869913591400258,0.16264233572667558,0.15047957970848852,0.04029649706437476,0.03565082220938111,0.1251768152153082,0.068782591113305,0.25241641428582756,0.16773965391953827,0.2817503882310758,0.18129433619753973,0.9671097372143633,393.19645880813636
ND70-4,0.473708199703491,0.44629484463384334,0.003195287019221242,0.440368519594602,0.42722980167795305,0.003824381758101219,0.9717038336419528,0.9418350678771577,3.861088394954506,0.36011584736769875,3990.9059657749644,190.11697418161202,0.0071595875633355625,0.008951580023399323,0.1472100709975315,0.1406230433930059,0.147384072060638,0.1409076687693986,0.06577675154180561,0.06019995538325286,0.09326796243211673,0.04763754791819421,0.20979006842975714,0.14411772309849802,0.22958829592991217,0.15178687058752346,0.8864607050323647,605.7671273540599
ND70-5,1.8463500941547804,1.724627585095619,0.004514291598948343,1.7430987372580258,1.6520103458866089,0.004941015262936755,0.9477557877724004,0.933940048580058,7.549713214319854,0.653569750942864,15832.201937571788,995.8669681599403,0.0026175457460852663,0.0029909106049120938,0.09531349137747612,0.0937793828488426,0.09534942676438628,0.09382706535833021,0.16444225162091508,0.15500328269614055,0.08656881823050061,0.06290135586235948,0.0819495915874445,0.10345757562695612,0.11920526771571133,0.12107869558237952,0.8999655848898417,1916.9423587980139
ND70-6,1.793499261656881,1.6302070192729186,0.006360387350086077,1.8428428511352068,1.6469658212176574,0.00962427539260807,0.8950580624871046,0.9105286692191972,6.055156835786011,0.8775266152591029,14975.099837066382,1452.83192786229,0.0039015826057004987,0.005843640024959666,0.07582491262707847,0.10429084980551996,0.07592522454186874,0.10445443734901276,0.12377383398802688,0.17203288818834514,0.14492219426471592,0.09701651031843134,0.08321260092964299,0.0922828422601218,0.16711307352800403,0.1338966999218906,1.011895869522304,2005.1164491840302
