Sub_Repeats,PH_1515_norm,PH_1515_BP_norm,PH_1515_STD_norm,PH_1430_norm,PH_1430_BP_norm,PH_1430_STD_norm,Py_Devol_1430,Py_Devol_1515,H2OT_MEAN,H2OT_STD,CO2_MEAN,CO2_STD,PH_1515_STD_net,PH_1430_STD_net,H2OT_STD_net,CO2_STD_net
CI_LMT_BA17,2.1447727249063684,1.973108886628185,0.005427338277425066,2.09002404224827,1.9582704768615664,0.006152823807422917,0.9366813105254249,0.9197466634189402,0.22787462016262588,0.02657036408721715,18759.465137558123,1283.0936118325194,0.12521711850925185,0.12536328846085706,0.05014583811615503,1756.708782382874
CI_LMT_BA3,1.0402279926053892,1.0339347096051796,0.012134543627853388,1.0206102659982013,0.9946377640549539,0.016130194629324936,0.9745519883460655,0.993950092628783,0.4348335596666338,0.1069586590466829,10133.008946319804,1690.7102962302386,0.012134543627853388,0.016130194629324936,0.1069586590466829,1690.7102962302383
CI_LMT_BA4,1.3667011963013564,1.2511995849926392,0.005519757028556105,1.312123928678912,1.2249442888404083,0.006505509089547395,0.9335583797132038,0.9154887610976751,0.3253681629937699,0.0370955756769813,12376.380116956398,836.1871271798869,0.005519757028556105,0.006505509089547395,0.0370955756769813,836.1871271798868
CI_Ref_10,0.6261859229741422,0.5737821919381204,0.0026565469573982636,0.6352216154482986,0.597411155469653,0.002988599783346422,0.942065183738003,0.9168952279262871,0.8021877221616476,0.06991590420396915,5355.8770386487095,229.2619335826169,0.07047845214097857,0.10919892039748487,0.07316683865245756,853.3794452333861
CI_Ref_11,0.767926532170018,0.7045791278694424,0.007293679580214423,0.7507758255366519,0.7041633980972012,0.009690762717844947,0.9374468701467075,0.9165952292913193,1.0508659454056282,0.14763458451060515,6525.794908310162,578.7290882982326,0.05937877253668607,0.06316983525700333,0.1808628033638325,829.7694975671714
CI_Ref_14,0.3488221456659091,0.3177148658776483,0.006728561562020733,0.3303793968955395,0.3070872649182905,0.008800085431937645,0.930109961895482,0.9107648189333633,1.070283742067633,0.1465389256318356,2899.690436839893,253.63141524937797,0.03766857758004259,0.03880864452904245,0.150119661814342,461.68128136974804
CI_Ref_15,0.2753430023718122,0.2499234818272841,0.012867502109469362,0.24737412812797024,0.23169848737126383,0.015507587708832933,0.9367771196352294,0.9089546941290217,1.0052156648470203,0.3187496631358788,2281.712525865238,501.7560441878797,0.022763372258635547,0.03368854001242658,0.3251612922185664,565.4663839866586
CI_Ref_18,0.3030942671650717,0.2864270407080207,0.006267891258978227,0.29314269152949923,0.2801886515800777,0.007707233394838239,0.9563887735325552,0.9455694960068864,1.0067668776980523,0.13051782449872612,2647.6006744367173,216.84974439655713,0.038140942101281744,0.031217921496143407,0.1371881368579806,372.96658082025516
CI_Ref_20,0.30969516279170906,0.2955246614860151,0.005337417124126095,0.29896934768527467,0.2874950730631366,0.006938207049963521,0.961303488206578,0.9533174045352858,0.7774879146289791,0.08983076073616926,2713.7720689578205,196.8563090578146,0.03540314015679429,0.03503696050879335,0.10332918559510836,374.6238420005123
CI_Ref_23,0.2517413239431073,0.23068412373077726,0.003260570159491973,0.24191100592006354,0.2310259736683816,0.004122950044569653,0.9545269316328611,0.9157329564772052,1.0010572744350859,0.09093666271545277,2178.256093444643,104.747712682685,0.020669383073776873,0.01338211348542605,0.09265982019165987,191.00292057959734
CI_Ref_24,0.11377466017327868,0.10753176520633712,0.005208865986102193,0.10630416988105078,0.10621161771464505,0.006309531426127105,1.0150567217440898,0.9547363412553999,0.9748354958763499,0.11032025306657221,994.3949262986158,76.39337330434616,0.006769506004964963,0.00852479561383103,0.11553824153117453,89.23501707578853
CI_Ref_25,0.992564302881585,0.9162442838292385,0.004074337516858284,0.9817907118360086,0.9250982400908949,0.005101708467998295,0.9429373638288154,0.9239104979172259,0.8630049329483309,0.07932810695704487,7847.651091869031,365.4027544392952,0.12353412820770548,0.12575464481850784,0.18711252239638376,1917.9815662509195
CI_Ref_27,0.5810336485125797,0.5460191810183866,0.00625326933817964,0.5701884144835111,0.5432583525997167,0.007929312510703125,0.9526849944578656,0.9408984815574377,1.1423086753782052,0.14659180273010522,5088.039880047341,398.75211225885647,0.07244208777812229,0.07665928514794842,0.19010659879121322,806.4776319286465
CI_Ref_28,0.9761095346185231,0.9042525276731087,0.005473116871814998,0.9605945212527963,0.9059421562122523,0.007119017280237924,0.9432214890813928,0.9266148705533764,1.3501550922489767,0.1538110354617226,8513.969347271874,572.8547207241297,0.08941201714567085,0.0901095249604163,0.15500902808785072,1021.977400920727
CI_Ref_4,1.0065952410241528,0.9235525133758377,0.0026686565997392974,0.9922760704868205,0.938249378124651,0.003267868927533034,0.945483728690454,0.9174994552195301,1.111666804022768,0.0928865220672867,8749.388097341336,345.3560748830806,0.04024373344112096,0.04622159470181547,0.10720491676495301,535.5444134773845
CI_Ref_6,0.5607589039676248,0.5202870233123799,0.0031618262767366713,0.5489054961526915,0.5205660590717209,0.0040449878230306175,0.9483840700229713,0.9281150278199668,1.0256925217943351,0.09099537785628924,4864.741509621184,216.14811394456748,0.012885341449232948,0.01652322045636045,0.09483745260474562,250.2893473608058
CI_Ref_8,0.9296770153451668,0.8580277331774955,0.003762773416595919,0.912841057943349,0.8619941630897323,0.004905834552662456,0.9445596764480794,0.9232506867943486,0.881943194795852,0.0839260953581396,8835.792076544796,459.84811064566367,0.04378164798505613,0.044268127700109856,0.09658592346295042,636.6190749030706
CI_Ref_9,0.9087433111837109,0.8360056426561491,0.0018361148735472673,0.8831629649669184,0.83248911566872,0.0022694638835229364,0.9426932603436229,0.9200702281187365,1.6082474067832,0.12848601354491812,8777.71885460105,332.5682530335396,0.024220781952062082,0.02466974912190464,0.13439337092187384,422.2541843669807
CI_Ref_bas_3,0.682133317543291,0.6431552620451676,0.007142095190995751,0.6750364172979644,0.6257225845908325,0.008771587514255693,0.9274587580408656,0.9438317998205149,1.5103240655440595,0.2029566539697811,6723.44867340313,581.6937385413737,0.07204748623756439,0.06998327349798424,0.2507756183713652,945.0962910405369
CI_Ref_bas_4,0.18328417700042163,0.1919271011409161,0.005253167522401072,0.19339292223410687,0.18881419922917272,0.0064135455994672845,0.9763242472783389,1.0471558662724856,1.4248218651004525,0.1539852444072302,2010.719538388214,135.36594829734204,0.005253167522401072,0.0064135455994672845,0.1539852444072302,135.36594829734204
CI_Ref_bas_5,0.1947526959998349,0.19605142724205382,0.005473829928202288,0.19896306817453943,0.19535971768797689,0.00651632766367782,0.9816879244072739,1.0063649803496464,1.6451501635933148,0.18241918020905165,2077.517518649543,144.14593792972357,0.020131025772411885,0.019535836116083487,0.18452600315151158,247.23748078391912
CI_Ref_bas_6,0.9369813159330391,0.8613778549986959,0.007211256015630497,0.929642434167941,0.8484988434928091,0.008693925737965987,0.9106261064445095,0.9173409243039524,1.688000515771951,0.22407435657654176,9290.063502621091,779.4251546920763,0.11909006467596392,0.1119384686722423,0.22685410254442964,1486.2943037360249
CI_Ref_bas_7,0.41042631926505224,0.3809365341206813,0.009345183108297593,0.3995714850208394,0.3746456963298286,0.011091442419136495,0.9354690560465148,0.9249036180735419,1.3994679787619402,0.2402033158472494,4067.2358647314736,468.99664491111423,0.0643273344984831,0.05692434007444277,0.2413179861958213,767.560030397633
CI_Ref_bas_8,0.45915580388105254,0.43117632367751774,0.00745111686485628,0.46362402740467296,0.42266155883487616,0.009381332420084586,0.9108509752825492,0.9380059982302226,1.3291948737523087,0.18431648974961992,4402.801429519975,393.0106023329895,0.06324619833446093,0.06094400527123312,0.21197336536568778,746.1662006781248
CI_Ref_bas_9,0.8502827962122299,0.7936551972251807,0.005161529485650444,0.848983598295019,0.7808796069073424,0.006446133475857304,0.919983939337421,0.9333266243904217,1.480118412702507,0.20147903219509636,10650.22510258778,875.4935983655292,0.09036378814078773,0.08474809619389163,0.7731323519409207,2912.3402745306253
ND70-2-1,0.2179997296137339,0.22137798110346318,0.008102271515659228,0.19940160407725321,0.21331698996220394,0.009508869433698174,1.06943270207482,1.0154611566540306,3.799387200495265,0.5998959394864726,1998.2186254534936,210.4419939353818,0.014330914765564595,0.014653546453595965,0.6300487906445927,237.2301339701591
ND70-3-1,0.2588030101793615,0.2477614262260351,0.004676925756050486,0.22896313843836677,0.23691468489242498,0.005467911310224988,1.0340194781806842,0.9550907996667768,3.432505428958607,0.4292730613231771,2226.086454136164,152.87293070735473,0.04029649706437476,0.03565082220938111,0.9669334062094138,403.07747335397806
ND70-4-2,0.473708199703491,0.44629484463384334,0.003195287019221242,0.440368519594602,0.42722980167795305,0.003824381758101219,0.9717038336419528,0.9418350678771577,3.8610883949545025,0.3597903254300274,4094.6212041455547,194.1826586296208,0.06577675154180561,0.06019995538325286,0.8863285148939812,621.2356627225851
ND70-5-2,1.8463500941547804,1.724627585095619,0.004514291598948343,1.7430987372580258,1.6520103458866089,0.004941015262936755,0.9477557877724004,0.933940048580058,7.549713214319837,0.6535536681902666,16250.417335112028,1020.0317048649131,0.16444225162091508,0.15500328269614055,0.8999539053993554,1966.5390971979912
ND70-6-2,1.793499261656881,1.6302070192729186,0.006360387350086077,1.8428428511352068,1.6469658212176574,0.00962427539260807,0.8950580624871046,0.9105286692191972,6.055156835786006,1.1544094562009817,15369.697851761386,1364.1146219405687,0.12377383398802688,0.17203288818834517,1.2595798834668825,1968.5468306425632
