Wavenumber,bl_i
1251.596,0.5
1253.524,0.451441245
1255.453,0.407929143
1257.381,0.36813078
1259.31,0.33256476
1261.238,0.298512519
1263.167,0.267801332
1265.095,0.239021903
1267.024,0.212671579
1268.952,0.187771908
1270.88,0.165095154
1272.809,0.14356171
1274.738,0.123711314
1276.666,0.104794382
1278.594,0.087083367
1280.523,0.070089593
1282.452,0.054051496
1284.38,0.038732956
1286.308,0.024441413
1288.237,0.010732457
1290.166,-0.002111055
1292.094,-0.014409155
1294.022,-0.025812321
1295.951,-0.036772786
1297.88,-0.047034697
1299.808,-0.056930234
1301.736,-0.066358723
1303.665,-0.075437641
1305.594,-0.084019714
1307.522,-0.092408642
1309.45,-0.100320883
1311.379,-0.107912038
1313.307,-0.115039648
1315.236,-0.12198275
1317.164,-0.128523619
1319.093,-0.134743515
1321.021,-0.140659561
1322.95,-0.14643276
1324.878,-0.151885662
1326.807,-0.157189647
1328.735,-0.162296472
1330.664,-0.167251348
1332.592,-0.171878137
1334.521,-0.176462052
1336.449,-0.18086238
1338.378,-0.184970451
1340.307,-0.188845062
1342.235,-0.192773222
1344.163,-0.196473055
1346.092,-0.199984435
1348.021,-0.203282785
1349.949,-0.206485182
1351.877,-0.209617735
1353.806,-0.212739661
1355.734,-0.215775338
1357.663,-0.218786878
1359.591,-0.221611313
1361.52,-0.224294249
1363.448,-0.226822563
1365.377,-0.229333812
1367.305,-0.231723087
1369.234,-0.234006915
1371.162,-0.236178698
1373.091,-0.238180095
1375.019,-0.240031501
1376.948,-0.241974777
1378.876,-0.243979336
1380.805,-0.245942326
1382.733,-0.24779894
1384.662,-0.249720207
1386.59,-0.251369535
1388.519,-0.253009215
1390.447,-0.254700511
1392.376,-0.256384019
1394.304,-0.257851348
1396.233,-0.259267745
1398.161,-0.26064217
1400.09,-0.26192092
1402.018,-0.263239729
1403.947,-0.264522711
1405.875,-0.265623266
1407.804,-0.266838389
1409.732,-0.268091392
1411.661,-0.269324449
1413.589,-0.270475339
1415.518,-0.271633047
1417.446,-0.272699184
1419.375,-0.273595603
1421.303,-0.274630407
1423.232,-0.275803666
1425.16,-0.27680527
1427.089,-0.277889667
1429.017,-0.278849855
1430.946,-0.279800646
1432.874,-0.280862431
1434.803,-0.282047656
1436.731,-0.283042355
1438.66,-0.284016945
1440.588,-0.285130657
1442.517,-0.286106206
1444.445,-0.28708333
1446.374,-0.288170171
1448.302,-0.289149925
1450.231,-0.290081269
1452.159,-0.291029925
1454.088,-0.292118463
1456.016,-0.29302497
1457.945,-0.293738716
1459.873,-0.294603232
1461.802,-0.295650835
1463.73,-0.296560759
1465.659,-0.297455346
1467.587,-0.298338974
1469.516,-0.299251708
1471.444,-0.29998866
1473.373,-0.300705471
1475.301,-0.301248542
1477.23,-0.301809016
1479.158,-0.302488368
1481.087,-0.303158966
1483.015,-0.303593672
1484.944,-0.303993175
1486.872,-0.304309739
1488.801,-0.304553874
1490.729,-0.304752443
1492.658,-0.305018931
1494.586,-0.305265124
1496.515,-0.305468073
1498.443,-0.305641691
1500.372,-0.305956221
1502.3,-0.306252139
1504.229,-0.306682211
1506.157,-0.307075552
1508.086,-0.307278345
1510.014,-0.307672962
1511.943,-0.30819499
1513.871,-0.308744667
1515.8,-0.309165215
1517.728,-0.309463382
1519.657,-0.309729909
1521.585,-0.309987919
1523.514,-0.310293305
1525.442,-0.310539231
1527.371,-0.310687972
1529.299,-0.311249175
1531.228,-0.311978846
1533.156,-0.312595036
1535.085,-0.313079037
1537.013,-0.313671297
1538.942,-0.314146705
1540.87,-0.314414184
1542.799,-0.314618877
1544.727,-0.314739003
1546.656,-0.314907453
1548.584,-0.315098652
1550.513,-0.315200545
1552.441,-0.315180721
1554.37,-0.315259844
1556.298,-0.315726576
1558.227,-0.316071166
1560.155,-0.316348842
1562.084,-0.31677355
1564.012,-0.3172704
1565.941,-0.317711261
1567.869,-0.31802161
1569.798,-0.318298036
1571.726,-0.318567962
1573.655,-0.31902202
1575.583,-0.319435276
1577.512,-0.319813632
1579.44,-0.320284801
1581.369,-0.320768304
1583.297,-0.321245293
1585.226,-0.321846523
1587.154,-0.322431177
1589.083,-0.322939834
1591.011,-0.323449401
1592.94,-0.32396371
1594.868,-0.324423332
1596.797,-0.324846035
1598.725,-0.325239475
1600.654,-0.325617796
1602.582,-0.325943379
1604.511,-0.326275167
1606.439,-0.326572236
1608.368,-0.32682936
1610.296,-0.327107948
1612.225,-0.327439039
1614.153,-0.327698428
1616.082,-0.327928531
1618.01,-0.3281535
1619.939,-0.328368756
1621.867,-0.328554729
1623.796,-0.32874708
1625.724,-0.329000017
1627.653,-0.329308762
1629.581,-0.329622114
1631.51,-0.329909773
1633.438,-0.33022002
1635.367,-0.330582101
1637.295,-0.330926701
1639.224,-0.331208651
1641.152,-0.331554889
1643.081,-0.332022093
1645.009,-0.332358447
1646.938,-0.332612764
1648.866,-0.332855069
1650.795,-0.333274457
1652.723,-0.333659933
1654.652,-0.33392356
1656.58,-0.33427352
1658.509,-0.334663487
1660.437,-0.335021563
1662.366,-0.335437417
1664.294,-0.335784846
1666.223,-0.336119526
1668.151,-0.336603251
1670.08,-0.337030642
1672.008,-0.337488312
1673.937,-0.338029725
1675.865,-0.338469913
1677.794,-0.338888831
1679.722,-0.33923891
1681.651,-0.339499704
1683.579,-0.339722981
1685.508,-0.339952631
1687.436,-0.340250995
1689.365,-0.340621736
1691.293,-0.340834014
1693.222,-0.341046392
1695.15,-0.341130773
1697.079,-0.341153233
1699.007,-0.34132556
1700.936,-0.341359934
1702.864,-0.341261889
1704.793,-0.34130299
1706.721,-0.341338291
1708.65,-0.341300176
1710.578,-0.341289726
1712.507,-0.341278199
1714.435,-0.341221804
1716.364,-0.341155223
1718.292,-0.340993934
1720.221,-0.340822267
1722.149,-0.340705152
1724.078,-0.340566073
1726.006,-0.34034255
1727.935,-0.340150114
1729.863,-0.340026198
1731.792,-0.340068557
1733.72,-0.340099666
1735.649,-0.340118448
1737.577,-0.340297551
1739.506,-0.340512506
1741.434,-0.340766446
1743.363,-0.341019663
1745.291,-0.341273008
1747.22,-0.341534496
1749.148,-0.341810153
1751.077,-0.342053441
1753.005,-0.342312983
1754.934,-0.342620566
1756.862,-0.342855712
1758.791,-0.343046739
1760.719,-0.343271474
1762.648,-0.343522646
1764.576,-0.343824892
1766.505,-0.344150125
1768.433,-0.344441129
1770.362,-0.344767742
1772.29,-0.345080327
1774.219,-0.345372034
1776.147,-0.345727689
1778.076,-0.346057744
1780.004,-0.346353106
1781.933,-0.34666434
1783.861,-0.347012958
1785.79,-0.347340196
1787.718,-0.347765559
1789.647,-0.348288011
1791.575,-0.34876781
1793.504,-0.349189089
1795.432,-0.349607142
1797.361,-0.350065284
1799.289,-0.350518201
1801.218,-0.351014071
1803.146,-0.35146083
1805.075,-0.351815698
1807.003,-0.352168868
1808.932,-0.352595604
1810.86,-0.353007201
1812.789,-0.353440996
1814.717,-0.353968742
1816.646,-0.354493711
1818.574,-0.355059666
1820.503,-0.355635535
1822.431,-0.356241065
1824.36,-0.35689384
1826.288,-0.357646315
1828.217,-0.358436429
1830.145,-0.35912682
1832.074,-0.359801506
1834.002,-0.360537728
1835.931,-0.361303743
1837.859,-0.362057329
1839.788,-0.362808318
1841.716,-0.363580022
1843.645,-0.364273458
1845.573,-0.36497978
1847.502,-0.365707647
1849.43,-0.366468193
1851.359,-0.367307012
1853.287,-0.368154479
1855.216,-0.368953144
1857.144,-0.369786074
1859.073,-0.370687145
1861.001,-0.371596729
1862.93,-0.372491551
1864.858,-0.373356988
1866.786,-0.374179492
1868.715,-0.375005286
1870.644,-0.375833402
1872.572,-0.376677276
1874.5,-0.377493099
1876.429,-0.37825213
1878.358,-0.379048295
1880.286,-0.379824604
1882.215,-0.380593422
1884.143,-0.381399191
1886.072,-0.382201504
1888,-0.38295024
1889.929,-0.383675058
1891.857,-0.384420512
1893.786,-0.385193504
1895.714,-0.386026516
1897.643,-0.38689498
1899.571,-0.387823445
1901.5,-0.388736388
1903.428,-0.389642163
1905.357,-0.390611705
1907.285,-0.391611278
1909.214,-0.392611665
1911.142,-0.393604711
1913.071,-0.394633474
1914.999,-0.395644976
1916.927,-0.396634145
1918.856,-0.397602456
1920.785,-0.398630162
1922.713,-0.39964851
1924.641,-0.400653764
1926.57,-0.40165133
1928.499,-0.402625291
1930.427,-0.403628574
1932.355,-0.404635146
1934.284,-0.40570816
1936.213,-0.406821753
1938.141,-0.407940107
1940.069,-0.409087193
1941.998,-0.410224769
1943.927,-0.411343486
1945.855,-0.412459111
1947.783,-0.413622476
1949.712,-0.414782535
1951.641,-0.415933259
1953.569,-0.417050919
1955.497,-0.418147556
1957.426,-0.419261602
1959.354,-0.420402944
1961.283,-0.421562452
1963.211,-0.422730484
1965.14,-0.423868994
1967.068,-0.425003103
1968.997,-0.426106978
1970.925,-0.427200333
1972.854,-0.428295407
1974.782,-0.429383171
1976.711,-0.430471374
1978.639,-0.431580524
1980.568,-0.432662227
1982.496,-0.433724144
1984.425,-0.434774822
1986.354,-0.435846654
1988.282,-0.436941747
1990.21,-0.43801517
1992.139,-0.439040909
1994.068,-0.440063197
1995.996,-0.44102286
1997.924,-0.441996087
1999.853,-0.442920036
2001.781,-0.44381358
2003.71,-0.44469759
2005.638,-0.445632837
2007.567,-0.446588934
2009.495,-0.447526044
2011.424,-0.448448032
2013.352,-0.4493702
2015.281,-0.450280695
2017.209,-0.451178411
2019.138,-0.452119283
2021.066,-0.453074067
2022.995,-0.454025047
2024.923,-0.455012256
2026.852,-0.455978236
2028.78,-0.456932055
2030.709,-0.457828239
2032.637,-0.458733502
2034.566,-0.459609437
2036.494,-0.460457323
2038.423,-0.461253993
2040.351,-0.461994374
2042.28,-0.462694223
2044.208,-0.463381435
2046.137,-0.464029106
2048.065,-0.464658089
2049.994,-0.465249861
2051.922,-0.465836488
2053.851,-0.466381428
2055.779,-0.466907571
2057.708,-0.467418866
2059.636,-0.467921846
2061.565,-0.468419888
2063.493,-0.4688784
2065.422,-0.469290351
2067.35,-0.469680142
2069.279,-0.470063201
2071.207,-0.470454312
2073.136,-0.470802909
2075.064,-0.471148903
2076.993,-0.471464221
2078.921,-0.471760017
2080.85,-0.472023604
2082.778,-0.472311894
2084.707,-0.472574756
2086.635,-0.472853067
2088.564,-0.473139164
2090.492,-0.47342145
2092.421,-0.473755365
2094.349,-0.474124992
2096.278,-0.474537923
2098.206,-0.475011074
2100.135,-0.475503612
2102.063,-0.476038755
2103.992,-0.476625662
2105.92,-0.477233564
2107.849,-0.477844923
2109.777,-0.478460717
2111.706,-0.479046534
2113.634,-0.479626348
2115.563,-0.480140063
2117.491,-0.48060728
2119.42,-0.481028539
2121.348,-0.481431314
2123.277,-0.481782384
2125.205,-0.482092623
2127.134,-0.482407416
2129.062,-0.482722959
2130.991,-0.483013907
2132.919,-0.483296588
2134.848,-0.483588319
2136.776,-0.483892071
2138.705,-0.484191528
2140.633,-0.48446619
2142.562,-0.484719393
2144.49,-0.484973592
2146.419,-0.485216532
2148.347,-0.485461233
2150.276,-0.48567879
2152.204,-0.485884256
2154.133,-0.48608775
2156.061,-0.486301657
2157.99,-0.486465881
2159.918,-0.486642104
2161.847,-0.486805798
2163.775,-0.486979032
2165.704,-0.487153016
2167.632,-0.487360082
2169.561,-0.487568061
2171.489,-0.487794467
2173.418,-0.488039063
2175.346,-0.488316351
2177.275,-0.488621213
2179.203,-0.488945254
2181.132,-0.489300377
2183.06,-0.4896529
2184.989,-0.489990818
2186.917,-0.490332244
2188.846,-0.4906567
2190.774,-0.490999996
2192.703,-0.491302809
2194.631,-0.491590097
2196.56,-0.491854413
2198.488,-0.49209286
2200.417,-0.492224675
2202.345,-0.492364713
2204.274,-0.492489683
2206.202,-0.49259753
2208.131,-0.492719919
2210.059,-0.492847346
2211.988,-0.492977573
2213.916,-0.493129284
2215.845,-0.493291629
2217.773,-0.493478097
2219.702,-0.493703807
2221.63,-0.493896205
2223.559,-0.494054244
2225.487,-0.494204221
2227.416,-0.494332737
2229.344,-0.49449153
2231.273,-0.494658167
2233.201,-0.494790613
2235.13,-0.494909048
2237.058,-0.495061056
2238.987,-0.495217227
2240.915,-0.495388328
2242.844,-0.495526131
2244.772,-0.495680642
2246.701,-0.495840229
2248.629,-0.495969011
2250.558,-0.496068981
2252.486,-0.496166887
2254.415,-0.496240907
2256.343,-0.496297992
2258.272,-0.496369025
2260.2,-0.496433277
2262.129,-0.496485668
2264.057,-0.496565855
2265.986,-0.496675019
2267.914,-0.496764852
2269.843,-0.496833139
2271.771,-0.496907228
2273.7,-0.497014503
2275.628,-0.497120515
2277.557,-0.497192026
2279.485,-0.497262544
2281.414,-0.497288908
2283.342,-0.497295651
2285.271,-0.497290739
2287.199,-0.497301012
2289.128,-0.497290851
2291.056,-0.497291577
2292.985,-0.497337575
2294.913,-0.497376774
2296.842,-0.497397654
2298.77,-0.497416798
2300.699,-0.497525929
2302.627,-0.497734537
2304.556,-0.497965976
2306.484,-0.498185685
2308.413,-0.498380967
2310.341,-0.498582898
2312.27,-0.498820641
2314.198,-0.499070167
2316.127,-0.499333867
2318.055,-0.499684289
2319.984,-0.500030696
2321.912,-0.500280201
2323.841,-0.500447705
2325.769,-0.500652422
2327.698,-0.500922823
2329.626,-0.501223298
2331.555,-0.501430405
2333.483,-0.501569776
2335.412,-0.501623111
2337.34,-0.501582776
2339.269,-0.501487076
2341.197,-0.50142006
2343.126,-0.501432187
2345.054,-0.50145838
2346.983,-0.501398607
2348.911,-0.501422253
2350.84,-0.501601176
2352.768,-0.501920934
2354.697,-0.502204104
2356.625,-0.502389451
2358.554,-0.502511373
2360.482,-0.502613919
2362.411,-0.502473376
2364.339,-0.502143814
2366.268,-0.501696102
2368.196,-0.501226434
2370.125,-0.500758041
2372.053,-0.500247257
2373.982,-0.499760134
2375.91,-0.499471993
2377.839,-0.499218778
2379.767,-0.498988359
2381.696,-0.498826393
2383.624,-0.498762096
2385.553,-0.498820792
2387.481,-0.498962646
2389.41,-0.499105284
2391.338,-0.499272068
2393.267,-0.499456696
2395.195,-0.499643613
2397.124,-0.4998199
2399.052,-0.5